Mean,Deviation,Contrast,Complexity_Entropy,Sharpness_LaplacianVar,Edge_Strength_Sobel,Noise_Level_Sigma,patient_id,modality,shape,voxel_spacing_mm
0.1821095176159182,0.2681547056630554,1.0,4.147806791184,0.0046221486063741,0.0195095327243857,0.0061349610010041,BraTS20_Training_327,FLAIR,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))"
0.1724958900226757,0.2983979862031417,1.0,2.738242626224988,0.0323634648757462,0.03487132514986,0.0370405640787701,BraTS20_Training_034,FLAIR,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))"
0.1485456652795845,0.2405203339848668,1.0,3.467366585998209,0.0054335249240446,0.0170068298270056,0.011320137733788,BraTS20_Training_016,FLAIR,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))"
0.2430534873534251,0.3510088781907813,1.0,3.9692723475167786,0.0183186561268788,0.0302107966859824,0.0108543605009781,BraTS20_Training_346,FLAIR,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))"
0.1594888054653679,0.2582055112077057,1.0,3.1711444655519254,0.0220131875925301,0.0314223662686817,0.0283966311061528,BraTS20_Training_058,FLAIR,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))"
0.1523134151593453,0.2527214550877922,1.0,3.409562035497149,0.005143671086807,0.0199726403662809,0.0078217127665079,BraTS20_Training_240,FLAIR,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))"
0.1267645413870246,0.2192301929997821,1.0,3.11284057991803,0.011475827297013,0.0232912445869847,0.0211504767180234,BraTS20_Training_077,FLAIR,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))"
0.1376170579394693,0.2254220024219076,1.0,3.600014041027903,0.0118803730154033,0.0298231274767384,0.0203094003381507,BraTS20_Training_120,FLAIR,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))"
0.2369944413534454,0.3704943935499001,1.0,3.397673233452239,0.0341018101085879,0.0321598460746344,0.0260200681550116,BraTS20_Training_306,FLAIR,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))"
0.1446841263533703,0.2388883834720931,1.0,3.3990750646704573,0.0156817271950965,0.031445400275246,0.0198759589024816,BraTS20_Training_127,FLAIR,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))"
0.1688170219638242,0.2744823542016775,1.0,3.2492544529521834,0.0132660135149797,0.0249909440887551,0.0107936023430444,BraTS20_Training_234,FLAIR,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))"
0.1500760508849557,0.2447678128659742,1.0,3.627877592778901,0.0158272430626256,0.0293137335205941,0.0210180347874119,BraTS20_Training_040,FLAIR,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))"
0.2133854759702058,0.3476971696071816,1.0,3.7566917892180864,0.0072529281363054,0.0339510663590812,0.0110866865085729,BraTS20_Training_154,FLAIR,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))"
0.1973330497112211,0.3474387325461221,1.0,2.8333938899554183,0.0132550360156683,0.0271136664778014,0.0182402250048179,BraTS20_Training_056,FLAIR,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))"
0.1428736012956419,0.2500984665890807,1.0,3.688033498627461,0.0027153507709068,0.0211388777834783,0.0062281243577719,BraTS20_Training_156,FLAIR,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))"
0.2112925486989715,0.3201274261776442,1.0,3.6853305969864407,0.0213933220081847,0.0279483118862601,0.0133967190459083,BraTS20_Training_279,FLAIR,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))"
0.1606950838054768,0.2705860008238591,1.0,3.244972701592425,0.0110541192293939,0.0244350562575649,0.020865760970584,BraTS20_Training_001,FLAIR,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))"
0.1700115457756044,0.2732045926840919,1.0,3.2398166512715942,0.0117966265927125,0.021908722694798,0.0155788312274195,BraTS20_Training_232,FLAIR,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))"
0.1585735575572412,0.2595749407736515,1.0,3.576319148098729,0.0047822673526037,0.0185529400181393,0.0083549260033155,BraTS20_Training_334,FLAIR,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))"
0.2109306818181818,0.3302255559575578,1.0,3.1444555989880514,0.017130033516988,0.0373389269706313,0.0249417917375749,BraTS20_Training_102,FLAIR,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))"
0.1778339522490768,0.295944156540975,1.0,3.032822989002429,0.0283022763067555,0.0347870547667071,0.0303039613921062,BraTS20_Training_010,FLAIR,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))"
0.1788781257785252,0.3054046835876177,1.0,3.439303420323092,0.0221596548082272,0.0317639355436294,0.0244777612354158,BraTS20_Training_181,FLAIR,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))"
0.1219110576923076,0.2117849416937651,1.0,3.1842977398677133,0.0163344713364745,0.0279991472133366,0.0214802422035663,BraTS20_Training_073,FLAIR,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))"
