Mean,Deviation,Contrast,Complexity_Entropy,Sharpness_LaplacianVar,Edge_Strength_Sobel,Noise_Level_Sigma,patient_id,modality,shape,voxel_spacing_mm
0.3016749265029124,0.4092602282087585,1.0,4.075348678379639,0.0061824028172789,0.0204630945601645,0.0053312908933396,BraTS20_Training_327,T1,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))"
0.1955417203213147,0.3338673449194991,1.0,2.9340864268422395,0.0165273307403129,0.0255199302448799,0.0171178282221906,BraTS20_Training_034,T1,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))"
0.2270205194239442,0.3523052324947182,1.0,3.347585658071341,0.0136894696697197,0.0263739518882547,0.0126726169437741,BraTS20_Training_016,T1,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))"
0.2333431185853013,0.3491686055649222,1.0,4.25983145762334,0.009829397296291,0.0301712114555685,0.0006134379068982,BraTS20_Training_346,T1,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))"
0.2199461206896551,0.3431815663362014,1.0,3.356976220260566,0.0187837968467873,0.0301547348538864,0.020126610453577,BraTS20_Training_058,T1,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))"
0.2336842641497131,0.3675109196601744,1.0,3.283191955713179,0.0100519214661993,0.0222279443526805,0.0076401771735168,BraTS20_Training_240,T1,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))"
0.21093497918293,0.3422190192938877,1.0,3.197496265839469,0.0166957957486497,0.0320652284937191,0.0184892598322714,BraTS20_Training_077,T1,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))"
0.2309200146591134,0.3489130700713032,1.0,3.691298106147156,0.0058234672890333,0.0285667690342565,0.0145603288232545,BraTS20_Training_120,T1,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))"
0.2657188824152542,0.4071842017930842,1.0,3.462293300375938,0.0200230418502026,0.0230870197562227,0.0164039720304723,BraTS20_Training_306,T1,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))"
0.2170542635658914,0.3448451943464717,1.0,3.3212335341873733,0.0093250052346238,0.0321417414025777,0.0155756967277271,BraTS20_Training_127,T1,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))"
0.2303827582465278,0.3531059312825252,1.0,3.3501391318393385,0.0160432122124565,0.025130848570237,0.0077616101333166,BraTS20_Training_234,T1,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))"
